state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration,sample_duration_code,sample_duration_type,pollutant_standard,year,quarter,units_of_measure,event_type,observation_count,observation_percent,arithmetic_mean,minimum_value,maximum_value,quarterly_criteria_met,valid_samples,valid_day_count,scheduled_samples,percent_days,percent_one_value,monitoring_agency_code,monitoring_agency,local_site_name,address,state,county,city,cbsa_code,cbsa,date_of_last_change,status,request_time,url,rows,date
06,037,1406,14129,1,34.0083,-118.1906,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,2,Micrograms/cubic meter (LC),No Events,15,100.0,0.0071,0.003,0.012,Y,15.0,15.0,15.0,16.5,16.0,0972,South Coast Air Quality Management District,ATSF (Exide),"Rail Road Yard Washington Blvd., Commerce, CA 90058",California,Los Angeles,Commerce,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-13,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-06-30
06,037,1406,14129,1,34.0083,-118.1906,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,3,Micrograms/cubic meter (LC),No Events,15,100.0,0.0096,0.006,0.017,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,ATSF (Exide),"Rail Road Yard Washington Blvd., Commerce, CA 90058",California,Los Angeles,Commerce,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-13,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-09-30
06,037,1406,14129,1,34.0083,-118.1906,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,4,Micrograms/cubic meter (LC),No Events,15,100.0,0.0139,0.006,0.023,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,ATSF (Exide),"Rail Road Yard Washington Blvd., Commerce, CA 90058",California,Los Angeles,Commerce,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-13,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-12-31
06,037,1406,14129,2,34.0083,-118.1906,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,1,Micrograms/cubic meter (LC),No Events,13,87.0,0.0097,0.003,0.019,Y,13.0,13.0,15.0,14.3,14.0,0972,South Coast Air Quality Management District,ATSF (Exide),"Rail Road Yard Washington Blvd., Commerce, CA 90058",California,Los Angeles,Commerce,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-13,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-03-31
06,037,1406,14129,2,34.0083,-118.1906,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,2,Micrograms/cubic meter (LC),No Events,14,93.0,0.0071,0.002,0.012,Y,14.0,14.0,15.0,15.4,15.0,0972,South Coast Air Quality Management District,ATSF (Exide),"Rail Road Yard Washington Blvd., Commerce, CA 90058",California,Los Angeles,Commerce,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-13,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-06-30
06,037,1406,14129,2,34.0083,-118.1906,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,3,Micrograms/cubic meter (LC),No Events,16,100.0,0.0123,0.005,0.043,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,ATSF (Exide),"Rail Road Yard Washington Blvd., Commerce, CA 90058",California,Los Angeles,Commerce,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-13,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-09-30
06,037,1406,14129,2,34.0083,-118.1906,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,4,Micrograms/cubic meter (LC),No Events,15,100.0,0.014,0.006,0.026,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,ATSF (Exide),"Rail Road Yard Washington Blvd., Commerce, CA 90058",California,Los Angeles,Commerce,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-01-13,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-12-31
06,037,1302,14129,1,33.9014,-118.205,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,1,Micrograms/cubic meter (LC),No Events,14,93.0,0.0048,0.001,0.008,Y,14.0,14.0,15.0,15.4,15.0,0972,South Coast Air Quality Management District,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-03-31
06,037,1302,14129,1,33.9014,-118.205,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,2,Micrograms/cubic meter (LC),No Events,0,0.0,,,,N,0.0,0.0,15.0,0.0,0.0,0972,South Coast Air Quality Management District,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-06-30
06,037,1302,14129,1,33.9014,-118.205,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,3,Micrograms/cubic meter (LC),No Events,15,94.0,0.0041,0.002,0.009,Y,15.0,15.0,16.0,16.3,16.0,0972,South Coast Air Quality Management District,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-09-30
06,037,1302,14129,1,33.9014,-118.205,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,4,Micrograms/cubic meter (LC),No Events,15,100.0,0.0085,0.002,0.014,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-12-31
06,037,1302,14129,2,33.9014,-118.205,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,1,Micrograms/cubic meter (LC),No Events,13,87.0,0.0048,0.001,0.009,Y,13.0,13.0,15.0,14.3,14.0,0972,South Coast Air Quality Management District,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-03-31
06,037,1302,14129,2,33.9014,-118.205,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,2,Micrograms/cubic meter (LC),No Events,0,0.0,,,,N,0.0,0.0,15.0,0.0,0.0,0972,South Coast Air Quality Management District,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-06-30
06,037,1302,14129,2,33.9014,-118.205,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,3,Micrograms/cubic meter (LC),No Events,16,100.0,0.0047,0.002,0.01,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-09-30
06,037,1302,14129,2,33.9014,-118.205,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,4,Micrograms/cubic meter (LC),No Events,15,100.0,0.0098,0.002,0.017,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,Compton,700 North Bullis Road,California,Los Angeles,Compton,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-12-31
06,037,1404,14129,1,34.0264,-117.9822,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,4,Micrograms/cubic meter (LC),No Events,15,100.0,0.0115,0.006,0.02,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,Closet World (Quemetco),"500 S. 7th Ave. City of Industry, CA 91746",California,Los Angeles,Industry (corporate name for City of Industry),31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-12-31
06,037,1404,14129,1,34.0264,-117.9822,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,1,Micrograms/cubic meter (LC),No Events,14,93.0,0.0099,0.003,0.021,Y,14.0,14.0,15.0,15.4,15.0,0972,South Coast Air Quality Management District,Closet World (Quemetco),"500 S. 7th Ave. City of Industry, CA 91746",California,Los Angeles,Industry (corporate name for City of Industry),31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-03-31
06,037,1404,14129,1,34.0264,-117.9822,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,2,Micrograms/cubic meter (LC),No Events,13,87.0,0.0072,0.001,0.01,Y,13.0,13.0,15.0,14.3,14.0,0972,South Coast Air Quality Management District,Closet World (Quemetco),"500 S. 7th Ave. City of Industry, CA 91746",California,Los Angeles,Industry (corporate name for City of Industry),31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-06-30
06,037,1404,14129,1,34.0264,-117.9822,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,3,Micrograms/cubic meter (LC),No Events,16,100.0,0.0101,0.006,0.024,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,Closet World (Quemetco),"500 S. 7th Ave. City of Industry, CA 91746",California,Los Angeles,Industry (corporate name for City of Industry),31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-09-30
06,037,4004,14129,2,33.7924,-118.1753,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,1,Micrograms/cubic meter (LC),No Events,14,93.0,0.0042,0.001,0.013,Y,14.0,14.0,15.0,15.4,15.0,0972,South Coast Air Quality Management District,Long Beach (South),"1305 E. Pacific Coast Hwy., Long Beach",California,Los Angeles,Long Beach,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-09-15,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-03-31
06,037,4004,14129,2,33.7924,-118.1753,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,2,Micrograms/cubic meter (LC),No Events,0,0.0,,,,N,0.0,0.0,15.0,0.0,0.0,0972,South Coast Air Quality Management District,Long Beach (South),"1305 E. Pacific Coast Hwy., Long Beach",California,Los Angeles,Long Beach,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-09-15,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-06-30
06,037,4004,14129,2,33.7924,-118.1753,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,3,Micrograms/cubic meter (LC),No Events,16,100.0,0.0037,0.001,0.012,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,Long Beach (South),"1305 E. Pacific Coast Hwy., Long Beach",California,Los Angeles,Long Beach,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-09-15,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-09-30
06,037,4004,14129,2,33.7924,-118.1753,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,4,Micrograms/cubic meter (LC),No Events,15,100.0,0.0065,0.002,0.012,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,Long Beach (South),"1305 E. Pacific Coast Hwy., Long Beach",California,Los Angeles,Long Beach,31080,"Los Angeles-Long Beach-Anaheim, CA",2022-09-15,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-12-31
06,037,1103,14129,3,34.0666,-118.2269,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,4,Micrograms/cubic meter (LC),No Events,13,87.0,0.0101,0.005,0.015,Y,13.0,13.0,15.0,14.1,14.0,0972,South Coast Air Quality Management District,Los Angeles-North Main Street,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-12-31
06,037,1103,14129,3,34.0666,-118.2269,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,1,Micrograms/cubic meter (LC),No Events,13,87.0,0.0072,0.002,0.019,Y,13.0,13.0,15.0,14.3,14.0,0972,South Coast Air Quality Management District,Los Angeles-North Main Street,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-03-31
06,037,1103,14129,3,34.0666,-118.2269,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,2,Micrograms/cubic meter (LC),No Events,0,0.0,,,,N,0.0,0.0,15.0,0.0,0.0,0972,South Coast Air Quality Management District,Los Angeles-North Main Street,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-06-30
06,037,1103,14129,3,34.0666,-118.2269,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,3,Micrograms/cubic meter (LC),No Events,15,94.0,0.0101,0.003,0.023,Y,15.0,15.0,16.0,16.3,16.0,0972,South Coast Air Quality Management District,Los Angeles-North Main Street,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-09-30
06,037,1103,14129,2,34.0666,-118.2269,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,3,Micrograms/cubic meter (LC),No Events,16,100.0,0.0093,0.003,0.021,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,Los Angeles-North Main Street,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-09-30
06,037,1103,14129,2,34.0666,-118.2269,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,4,Micrograms/cubic meter (LC),No Events,15,100.0,0.0107,0.005,0.026,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,Los Angeles-North Main Street,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-12-31
06,037,1602,14129,1,34.0103,-118.0685,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,4,Micrograms/cubic meter (LC),No Events,15,100.0,0.0107,0.004,0.02,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,Pico Rivera #2,"4144 SAN GABRIEL RIVER PKWY, PICO RIVERA",California,Los Angeles,Pico Rivera,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-12-31
06,037,1103,14129,2,34.0666,-118.2269,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,1,Micrograms/cubic meter (LC),No Events,14,93.0,0.0072,0.001,0.017,Y,14.0,14.0,15.0,15.4,15.0,0972,South Coast Air Quality Management District,Los Angeles-North Main Street,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-03-31
06,037,1103,14129,2,34.0666,-118.2269,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,2,Micrograms/cubic meter (LC),No Events,0,0.0,,,,N,0.0,0.0,15.0,0.0,0.0,0972,South Coast Air Quality Management District,Los Angeles-North Main Street,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-06-30
06,037,5005,14129,1,33.9551,-118.4305,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,1,Micrograms/cubic meter (LC),No Events,13,87.0,0.0032,0.001,0.007,Y,13.0,13.0,15.0,14.3,14.0,0972,South Coast Air Quality Management District,LAX Hastings,7201 W. WESTCHESTER PARKWAY,California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-03-31
06,037,5005,14129,1,33.9551,-118.4305,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,2,Micrograms/cubic meter (LC),No Events,0,0.0,,,,N,0.0,0.0,15.0,0.0,0.0,0972,South Coast Air Quality Management District,LAX Hastings,7201 W. WESTCHESTER PARKWAY,California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-06-30
06,037,5005,14129,1,33.9551,-118.4305,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,3,Micrograms/cubic meter (LC),No Events,16,100.0,0.004,0.0,0.023,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,LAX Hastings,7201 W. WESTCHESTER PARKWAY,California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-09-30
06,037,5005,14129,1,33.9551,-118.4305,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,4,Micrograms/cubic meter (LC),No Events,15,100.0,0.0036,0.002,0.006,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,LAX Hastings,7201 W. WESTCHESTER PARKWAY,California,Los Angeles,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-12-31
06,037,1602,14129,1,34.0103,-118.0685,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,1,Micrograms/cubic meter (LC),No Events,14,93.0,0.0046,0.001,0.009,Y,14.0,14.0,15.0,15.4,15.0,0972,South Coast Air Quality Management District,Pico Rivera #2,"4144 SAN GABRIEL RIVER PKWY, PICO RIVERA",California,Los Angeles,Pico Rivera,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-03-31
06,037,1602,14129,1,34.0103,-118.0685,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,2,Micrograms/cubic meter (LC),No Events,0,0.0,,,,N,0.0,0.0,15.0,0.0,0.0,0972,South Coast Air Quality Management District,Pico Rivera #2,"4144 SAN GABRIEL RIVER PKWY, PICO RIVERA",California,Los Angeles,Pico Rivera,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-06-30
06,037,1602,14129,1,34.0103,-118.0685,NAD83,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,3,Micrograms/cubic meter (LC),No Events,16,100.0,0.0063,0.003,0.014,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,Pico Rivera #2,"4144 SAN GABRIEL RIVER PKWY, PICO RIVERA",California,Los Angeles,Pico Rivera,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-09-30
06,065,8001,14129,2,33.9996,-117.416,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,4,Micrograms/cubic meter (LC),No Events,15,100.0,0.0104,0.001,0.044,Y,15.0,15.0,15.0,16.3,16.0,0972,South Coast Air Quality Management District,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-12-31
06,065,8001,14129,2,33.9996,-117.416,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,1,Micrograms/cubic meter (LC),No Events,14,93.0,0.0045,0.001,0.009,Y,14.0,14.0,15.0,15.4,15.0,0972,South Coast Air Quality Management District,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-03-31
06,065,8001,14129,2,33.9996,-117.416,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,2,Micrograms/cubic meter (LC),No Events,0,0.0,,,,N,0.0,0.0,15.0,0.0,0.0,0972,South Coast Air Quality Management District,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-06-30
06,065,8001,14129,2,33.9996,-117.416,WGS84,Lead (TSP) LC,24 HOUR,7,O,Lead 3-Month 2009,2020,3,Micrograms/cubic meter (LC),No Events,16,100.0,0.0058,0.003,0.014,Y,16.0,16.0,16.0,17.4,17.0,0972,South Coast Air Quality Management District,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-31,Success,2025-10-06T17:56:06-04:00,https://aqs.epa.gov/data/api/quarterlyData/byState?email=**MASKED**&key=**MASKED**&param=14129&bdate=20200101&edate=20201231&state=06,74,2020-09-30
